YEAR,NAME,AGE,ASCENT,TOTAL
2003,Arnaud P Dumont,34.0,3.968,5.98
2003,Daniel P Harris,41.0,3.744,5.983
2003,Ricky Olczyk,33.0,3.806,5.985
2003,Brian L Dwyer,21.0,3.693,6.001
2003,Kyle P Forman,49.0,3.571,6.002
2003,Rodger D Greer,42.0,3.5,6.013
2003,Brian R Kent,46.0,3.809,6.016
2003,Bruce M Rittiman,39.0,3.831,6.021
2003,Grant D Cunningham,51.0,3.774,6.025
2003,Andrew T Griffiths,48.0,3.754,6.027
2003,Jim Burt,45.0,3.838,6.039
2003,Richard Doucett,35.0,3.677,6.041
2003,Donald Buraglio,32.0,3.632,6.063
2003,Howard W Mayne,38.0,3.818,6.078
2003,Jason P Hall,32.0,3.861,6.085
2003,Donald B Henley,47.0,3.993,6.089
2003,Travis J Boone,30.0,3.862,6.098
2003,Jason D Jungbauer,29.0,3.576,6.101
2003,Jose L Fernandez,48.0,3.907,6.102
2003,Bob Hill,36.0,3.93,6.103
2003,Philip S Fielder,49.0,3.929,6.104
2003,Greg N Epp,37.0,3.861,6.107
2003,Riley J McNiff,24.0,3.938,6.126
2003,Jeff D Diamond,36.0,3.834,6.138
2003,Milton E Saffry,43.0,3.63,6.14
2003,Carl Worl,34.0,3.653,6.148
2003,David Fortune,39.0,3.839,6.154
2003,Kendall H Pierson,32.0,3.835,6.166
2003,Douglas J Shelton,28.0,3.834,6.177
2003,Sven Severin,27.0,3.792,6.182
2003,Jeffrey M Molson,41.0,3.747,6.186
2003,Leo Rutten,60.0,3.73,6.194
2003,David H Konkey,36.0,3.703,6.194
2003,Jack L Jewell,49.0,3.984,6.202
2003,Steven K Albert,42.0,3.874,6.216
2003,Randall D Keith,45.0,3.898,6.227
2003,Craig D Burbank,49.0,3.52,6.232
2003,David G Parham,49.0,4.012,6.238
2003,Trent L Harshbarger,30.0,3.535,6.242
2003,Bryan A Kelpe,25.0,4.351,6.251
2003,Tim Phillips,37.0,3.945,6.259
2003,Dawa Sherpa,30.0,4.117,6.262
2003,Todd M Scholl,44.0,3.815,6.263
2003,Patrick K Leary,40.0,3.899,6.264
2003,Robby S Wood,35.0,3.947,6.267
2003,Stan Wood,41.0,3.752,6.272
2003,Bill Wallace,40.0,3.809,6.293
2003,Kelly J Cullen,48.0,4.074,6.303
2003,Tom A Resman,40.0,4.208,6.312
2003,Mark E Scarff,60.0,3.941,6.313
2003,Michael R Jones,54.0,3.853,6.319
2003,Gary L Smedley,64.0,4.077,6.324
2003,Christian S Robbins,32.0,3.81,6.335
2003,Mike Patterson,60.0,3.755,6.336
2003,James J Tutchton,39.0,4.101,6.344
2003,Roy Hughes,51.0,4.025,6.35
2003,Steve C Kanters,51.0,4.081,6.354
2003,Carl G Schwenk,66.0,4.158,6.359
2003,David G Leupp,49.0,3.89,6.373
2003,Kyle E Strait,18.0,4.046,6.379
2003,John Keller,40.0,4.138,6.38
2003,Jim Kitchen,44.0,3.857,6.385
2003,Marty K Bauer,37.0,3.927,6.386
2003,Russ L Hasty,38.0,4.024,6.391
2003,Ken M Lindsey,41.0,4.025,6.391
2003,Kevin P Higgins,36.0,4.076,6.395
2003,Brad D Poole,33.0,4.024,6.403
2003,Brent Poole,34.0,4.045,6.403
2003,Todd S Wilson,41.0,4.109,6.41
2003,Adam V Swager,25.0,3.946,6.413
2003,Devin D Farrell,38.0,4.223,6.413
2003,James K Branson,46.0,4.052,6.415
2003,Art M Prast,48.0,3.9,6.415
2003,Micky G Gilbert,32.0,3.794,6.422
2003,Matt P Whalen,27.0,4.219,6.425
2003,Daniel J Wilson,45.0,4.333,6.427
2003,John E Urbana,38.0,4.243,6.451
2003,Jesse P Wilson,28.0,4.157,6.453
2003,Darren A Muse,32.0,4.018,6.457
2003,Chris Long,38.0,4.092,6.462
2003,Richard A Bainbridge,40.0,3.661,6.464
2003,Charles A Francisco,54.0,3.992,6.465
2003,Benjamin P Gervais,21.0,4.099,6.466
2003,John J Klein,47.0,4.088,6.469
2003,Richard H Leavitt,46.0,4.223,6.475
2003,Richard P Vangytenbeek,46.0,4.076,6.476
2003,Lester Carson,42.0,4.033,6.478
2003,Axel Reissnecker,50.0,4.049,6.478
2003,David J White,43.0,3.994,6.482
2003,James Stokes,33.0,4.157,6.49
2003,Jimmy Bisese,41.0,3.836,6.496
2003,Van R Culver,30.0,4.116,6.498
2003,Aaron I Schubach,30.0,3.991,6.506
2003,Rick Mansur,43.0,3.927,6.508
2003,Blake A Holscher,21.0,3.98,6.512
2003,Bracken M Christensen,32.0,3.871,6.512
2003,Rod H Miller,60.0,3.86,6.518
2003,Karoly Szekeres,35.0,4.023,6.519
2003,Evan James,50.0,3.899,6.524
2003,Steve Shriver,31.0,4.185,6.524
2003,Kevin P Shannon,45.0,3.983,6.526
2003,David Halvorson,44.0,3.672,6.532
2003,Chuck Sather,51.0,4.159,6.537
2003,Jeff L Miller,31.0,4.222,6.541
2003,David Kim,32.0,3.942,6.544
2003,Larry D Gifford,45.0,4.198,6.554
2003,David E Karp,45.0,4.271,6.559
2003,Ed Green,53.0,4.086,6.56
2003,Jeffrey J Hill,38.0,4.315,6.576
2003,John S O'Keeffe,45.0,4.074,6.595
2003,Timothy L Morse,41.0,4.218,6.595
2003,Michael J Hauck,44.0,4.199,6.617
2003,Dwight T Davis,44.0,4.097,6.625
2003,Matt D McGowan,35.0,3.897,6.626
2003,Bruce Finke,42.0,4.215,6.632
2003,Jotham K Matabi,26.0,4.179,6.641
2003,Cary A Dennis,39.0,4.263,6.647
2003,Roderick J MacWilliam,33.0,4.179,6.666
2003,Pete M Thrasher,30.0,3.562,6.676
2003,Louis A Hoppe,27.0,4.191,6.677
2003,Eric S Filonowich,34.0,4.11,6.681
2003,Jason M Vale,29.0,4.11,6.681
2003,William H Plucker,44.0,4.107,6.685
2003,Curtis L Nunn,33.0,4.286,6.698
2003,Kevin McKenna,33.0,4.284,6.698
2003,James H Golleher,32.0,4.256,6.711
2003,Joseph A Morales,37.0,4.222,6.712
2003,Paul Fick,46.0,4.085,6.716
2003,Nathan T Ihle,25.0,4.102,6.719
2003,Ed A Zehner,44.0,4.282,6.72
2003,Brad W Giles,30.0,4.141,6.724
2003,Jamie Harris,56.0,3.85,6.731
2003,David B Griffith,58.0,4.289,6.806
2003,Robert S Banker,50.0,4.155,6.814
2003,John A Eichmann,33.0,4.187,6.814
2003,Robert K Eggett,39.0,4.269,6.815
2003,Timothy S Haas,31.0,4.464,6.817
2003,John F Campbell,58.0,4.351,6.822
2003,Thomas J Knutson,53.0,4.643,6.83
2003,Mark K Allinger,44.0,4.314,6.833
2003,Tony C Baily,29.0,4.636,6.839
2003,William P Schessler,34.0,4.384,6.839
2003,Charles T Rombough,55.0,4.476,6.84
2003,Tim D Ladewig,57.0,4.053,6.848
2003,Robert P Palmer,45.0,4.256,6.862
2003,David W Duster,43.0,4.39,6.869
2003,John D Kayser,32.0,4.221,6.873
2003,George M Van Meter Jr,48.0,4.186,6.88
2003,Skip N Thurman,38.0,4.494,6.881
2003,Matthew G Olson,26.0,4.455,6.889
2003,Alex N Sandoval,49.0,4.635,6.889
2003,Steven C Gustas,42.0,4.381,6.902
2003,Phil R Knowles,31.0,4.186,6.904
2003,David D Corley,41.0,4.075,6.907
2003,Clint R Henderson,33.0,4.575,6.914
2003,Matt Matera,28.0,4.642,6.919
2003,Larry D StiMac,54.0,4.464,6.922
2003,Martin J Thrasher,54.0,4.432,6.926
2003,Jeff J Elliott,42.0,4.337,6.933
2003,Alvin B Strait,50.0,4.166,6.943
2003,Ray Eck,56.0,3.735,6.951
2003,Keith J Lonnquist,49.0,4.087,6.951
2003,Jim Duresky,55.0,4.388,6.956
2003,Mike Laurie,28.0,4.262,6.959
2003,Samuel A Guess,33.0,4.389,6.984
2003,Rene O Trevino,29.0,4.267,7.012
2003,Steven R Sprinkle,40.0,3.621,7.018
2003,Allan D Thomas,32.0,4.393,7.02
2003,Patrick T Blatchford,29.0,4.466,7.02
2003,Chad J Lueders,29.0,4.626,7.024
2003,Len M Thomas,36.0,4.252,7.03
2003,Todd E Vogel,35.0,4.218,7.036
2003,Timothy M Edwards,46.0,4.441,7.049
2003,Gerry R Callejo,40.0,4.441,7.057
2003,Angel Perez,21.0,4.29,7.057
2003,Steven A Lind,48.0,4.476,7.063
2003,Steve J Proeschel,41.0,4.482,7.065
2003,Freddie L Rodriguez,39.0,4.415,7.068
2003,Kevin Neadeau,32.0,4.313,7.069
2003,Tom R Olerich,54.0,4.138,7.071
2003,Lee Rhodes,70.0,4.353,7.089
2003,Steve H Eickmann,32.0,4.178,7.091
2003,Kurt A Stonecipher,32.0,4.411,7.104
2003,Gordon L Neal,46.0,4.213,7.111
2003,Gerard A Lachiewicz,46.0,4.578,7.111
2003,Daniel W Adams,48.0,4.637,7.125
2003,Rudy Regner,47.0,4.481,7.134
2003,David L Herrmann,50.0,4.357,7.134
2003,Randall J Wichinski,50.0,4.521,7.143
2003,Louis B Joline,71.0,4.592,7.158
2003,Jonathan L Vigh,26.0,4.313,7.171
2003,Wes Smythe,59.0,4.686,7.172
2003,David P Penilton,46.0,4.936,7.176
2003,John J Marini,54.0,4.446,7.18
2003,Jim L Gregoire,56.0,4.398,7.181
2003,Mark D Gebhardt,36.0,4.315,7.185
2003,Jason P Allemang,30.0,3.893,7.188
2003,Donald W Odell,35.0,4.416,7.191
2003,Mike J Smith,45.0,4.787,7.191
2003,Henry D Wheeler,46.0,4.045,7.199
2003,David A Frederick,39.0,4.461,7.199
2003,Allen G Warner,38.0,4.529,7.211
2003,Randy S Ferguson,34.0,4.475,7.233
2003,Michael K Olson,46.0,4.494,7.235
2003,Erick R Gibson,43.0,4.452,7.251
2003,David Ottoes,40.0,4.364,7.253
2003,Carl F Hunt,52.0,4.641,7.255
2003,Michael O Daniels,51.0,4.638,7.258
2003,Mark Kerr,44.0,3.945,7.265
2003,Bob B Boeder,61.0,4.789,7.273
2003,Frank C Pasquith,55.0,4.254,7.283
2003,Jason Glasnapp,32.0,4.724,7.286
2003,Bill F Gomboc,53.0,4.633,7.286
2003,Michael C Parrott,47.0,4.49,7.294
2003,Charles A Mathes,39.0,4.541,7.295
2003,Phil McDuffee,42.0,4.182,7.296
2003,Don J Remson,43.0,4.314,7.298
2003,Donald J Shearer,45.0,4.44,7.314
2003,Jim E Findlater,46.0,4.159,7.315
2003,Jeff A Sauter,42.0,4.633,7.318
2003,Steve O Williams,52.0,4.467,7.335
2003,Jeffrey C Kissell,47.0,4.306,7.357
2003,Carl D Tanner,51.0,4.438,7.359
2003,Ryan M Harden,30.0,4.439,7.36
2003,Grey Havner,36.0,4.391,7.361
2003,Neil S Whiteman,40.0,4.396,7.372
2003,Brian W Jones,37.0,4.574,7.378
2003,John W Storb,56.0,4.639,7.398
2003,David H Harrell,61.0,4.489,7.414
2003,Jeffrey L Horowitz,38.0,4.956,7.414
2003,Dieter Knoblich,50.0,4.475,7.419
2003,Kenneth W Witherell,38.0,4.482,7.44
2003,Mike B Thurman,37.0,4.399,7.441
2003,Dave T Gedmin,59.0,4.484,7.444
2003,Keith E Reinhard,36.0,4.463,7.446
2003,David M Sexton,24.0,4.628,7.447
2003,Howard A Thompson,59.0,4.697,7.449
2003,Daniel R Solinski,35.0,4.856,7.456
2003,James K Fisher,46.0,4.429,7.471
2003,Gary P Haberlan,51.0,4.787,7.482
2003,George F Johnson,67.0,4.392,7.482
2003,David C Schlingmann,29.0,4.669,7.485
2003,Don L Kelley,62.0,4.995,7.49
2003,David C Fahrbach,50.0,4.527,7.493
2003,Edward J Brooks,23.0,4.909,7.498
2003,Benoni Reynolds,58.0,4.645,7.515
2003,John M Holcombe,47.0,4.547,7.518
2003,Keith J Booth,49.0,4.799,7.529
2003,Nils Bogetveit,46.0,4.646,7.531
2003,Tom J Pariani,45.0,4.588,7.532
2003,James M Turner,36.0,4.167,7.533
2003,Scott W Riley,32.0,4.167,7.534
2003,Robert Chen,33.0,4.577,7.558
2003,Paul Piplani,56.0,4.477,7.567
2003,Michael Y Melanson,27.0,4.718,7.571
2003,Audie Green,48.0,4.435,7.584
2003,Jamie A Hammond,33.0,4.796,7.609
2003,Greg R Bell,43.0,4.812,7.635
2003,Robert J Calzia,36.0,4.436,7.64
2003,Thomas S Bach,24.0,4.392,7.646
2003,Dan M Adams,55.0,4.814,7.646
2003,Steve A Marsh,41.0,4.878,7.656
2003,Thomas W Lear,43.0,4.979,7.658
2003,Bill Duer,69.0,4.855,7.672
2003,Lee S Moss,45.0,4.481,7.675
2003,Jeff T Dalton,28.0,4.905,7.675
2003,David A Saugey,52.0,4.857,7.684
2003,Timothy Byrnes,57.0,4.501,7.689
2003,David A Labosky,56.0,4.879,7.69
2003,William B Lee III,54.0,5.118,7.692
2003,George R Brown Jr,43.0,4.437,7.693
2003,Brent W Kieft,43.0,4.631,7.695
2003,Stephen A Gould,52.0,4.67,7.705
2003,Kevin B Kinser,46.0,4.793,7.712
2003,Thomas C Mohler,48.0,4.185,7.744
2003,William O Burton,55.0,4.688,7.753
2003,Kenneth L Wright,51.0,4.687,7.753
2003,Darin Lewandowski,34.0,4.803,7.755
2003,Joe A Larsen,53.0,4.865,7.769
2003,Herbert Jarrell,59.0,4.664,7.779
2003,Mike Ashar,48.0,5.018,7.782
2003,Richard Allen Johnson,49.0,4.781,7.803
2003,Jeff D Quint,24.0,4.864,7.809
2003,Thomas A Hager,30.0,4.755,7.811
2003,Ty L Meighan,37.0,4.959,7.825
2003,David E Jones,47.0,4.706,7.828
2003,Michael J Fletcher,55.0,4.865,7.829
2003,Dan Murphy,37.0,4.647,7.836
2003,Tom Logan,47.0,4.717,7.844
2003,David Douglas,42.0,4.878,7.853
2003,James K Barber,52.0,4.776,7.854
2003,Brenton H Buxton,40.0,4.752,7.856
2003,Colin W Wynd,38.0,4.882,7.863
2003,John D Hagin,60.0,4.625,7.872
2003,Scott J Dexter,41.0,4.808,7.88
2003,John Lankford,35.0,4.572,7.881
2003,Mark D Campbell,53.0,4.632,7.888
2003,Andy Velazco,55.0,5.103,7.891
2003,Steve D Plunkett,46.0,4.819,7.893
2003,Russell P Hammond,43.0,5.059,7.896
2003,Dick Canterbury,55.0,4.685,7.896
2003,Mark H Lindsey,46.0,4.789,7.897
2003,Timothy D Mariani,39.0,4.788,7.899
2003,John Gianatasio,47.0,4.804,7.916
2003,Terry Wood,40.0,4.289,7.918
2003,David Masters,52.0,4.963,7.926
2003,Robert T Bell,67.0,4.911,7.939
2003,Andrew E Wooten III,35.0,4.225,7.966
2003,Paul W Karlsson,40.0,4.651,7.974
2003,Larry F Childs,51.0,4.866,7.981
2003,William J Blazek,49.0,5.047,7.984
2003,Jeff M Chapman,47.0,4.912,8.009
2003,Mark Drallette,43.0,4.685,8.017
2003,Eric M Lacher,34.0,4.941,8.041
2003,Richard Vogt,58.0,4.87,8.042
2003,Jerry K Giancola,50.0,4.863,8.044
2003,Vladimir O Balabanov,37.0,4.072,8.082
2003,Mark E Hammond,48.0,4.954,8.086
2003,Frank R Platkus,45.0,5.029,8.121
2003,Ben J Garbowski,56.0,4.791,8.13
2003,Daniel L Griep,42.0,4.797,8.131
2003,William R Bulloch,54.0,5.256,8.158
2003,Barry J Hudepohl,39.0,5.045,8.161
2003,Dan R Waugh,43.0,4.799,8.188
2003,Peter B Ireland,63.0,4.849,8.202
2003,James M Dennis,47.0,5.141,8.204
2003,Tim A Jensen,43.0,4.807,8.209
2003,Ken R Bland,54.0,4.686,8.24
2003,Joseph L Sanders,52.0,4.631,8.246
2003,Mike J Kirwin,47.0,4.847,8.253
2003,Ronald W Thompson,51.0,4.867,8.278
2003,J Nick Howell,46.0,4.979,8.279
2003,Chris L Pangburn,33.0,5.288,8.285
2003,Bob F Mathes,69.0,5.266,8.288
2003,Floyd D Keeble,47.0,4.541,8.312
2003,David M Esparza,39.0,4.991,8.321
2003,John Tony Garcia,73.0,4.91,8.33
2003,Charles R Crow,44.0,4.855,8.335
2003,Robert T Frohnapfel,38.0,5.24,8.351
2003,Matt J Tippie,47.0,4.794,8.372
2003,Marlen D Wells,44.0,4.795,8.372
2003,Richard E Kellogg,32.0,5.148,8.376
2003,John G Wenker,51.0,4.644,8.381
2003,Michael A Zweifel,47.0,5.538,8.383
2003,Doug J Howell,44.0,5.471,8.386
2003,Dennis L Bisnette,42.0,4.953,8.387
2003,Robert T Dewar,57.0,4.862,8.387
2003,Rob Didlake,39.0,5.427,8.393
2003,Brett Lashley,21.0,5.09,8.394
2003,Jim Shuffield,45.0,5.192,8.411
2003,David Bandy,50.0,4.649,8.412
2003,John P Colico,44.0,5.196,8.417
2003,Daryl Dombrowski,47.0,5.293,8.418
2003,Mike J Searls,43.0,4.848,8.428
2003,Garland R Bullock,51.0,5.18,8.461
2003,Mark Krautheim,48.0,4.954,8.469
2003,Dennis J Wilson,45.0,5.326,8.478
2003,Paul E Longenderfer,32.0,5.668,8.484
2003,Geoffrey P Tryon,52.0,4.798,8.509
2003,Mike Thrower,38.0,5.273,8.516
2003,Thomas R Parker,51.0,4.881,8.517
2003,John Zuniga,35.0,5.553,8.529
2003,Warren T Johnson,55.0,4.892,8.536
2003,Tom Kaisersatt,63.0,5.14,8.579
2003,Bill L Smith,55.0,4.953,8.59
2003,Bruce M Mihalek,53.0,4.466,8.594
2003,Craig E Divine,30.0,5.215,8.597
2003,Johnny B Mitchum,56.0,5.774,8.597
2003,Chris J Dillenbeck,21.0,4.793,8.614
2003,Richard Hickok,31.0,5.465,8.626
2003,Kirk Yarber,29.0,5.466,8.626
2003,Ron D Foster,36.0,5.463,8.627
2003,Steve M Hilyard,33.0,4.786,8.627
2003,Craig M Edwards,53.0,5.429,8.643
2003,C Michel Minor,45.0,5.372,8.643
2003,Chris A Smith,46.0,5.63,8.652
2003,Bradley J Dahm,35.0,5.498,8.656
2003,Pete T Stopfer,40.0,5.431,8.695
2003,Morgan Lusby,53.0,5.771,8.714
2003,Andrew M Lopuchowycz,33.0,5.682,8.728
2003,Robert L Dennis,41.0,4.964,8.732
2003,Bill J Moyle,64.0,5.224,8.749
2003,Fred L Hancock,50.0,5.258,8.76
2003,Nicholas P Czuk,20.0,5.43,8.769
2003,Christopher P Garner,41.0,5.815,8.774
2003,Peter J Thorne,40.0,4.999,8.797
2003,Hank R Humphreys,57.0,4.786,8.805
2003,Mike J Brooks,57.0,5.261,8.809
2003,Jason Barth,28.0,5.338,8.81
2003,Terry Sullivan,47.0,5.547,8.832
2003,Thomas Curtis,53.0,5.419,8.836
2003,James W Howald,49.0,5.287,8.841
2003,Vance L Hewuse,56.0,5.464,8.847
2003,Dennis Scholl,47.0,5.381,8.864
2003,Jim Ferris,53.0,5.501,8.864
2003,Ricky L Scott,45.0,5.577,8.868
2003,Dan R Jolley,56.0,5.287,8.868
2003,Lane Young,52.0,5.415,8.889
2003,Sam R Brock,41.0,5.646,8.936
2003,Arthur R Stanger,44.0,5.014,8.946
2003,Mark R Johnson,55.0,5.568,8.949
2003,Adrian M Wolford,65.0,4.98,8.954
2003,Michael Bate,45.0,5.341,8.959
2003,Alan R Sirhal,48.0,5.268,8.993
2003,Robert J Taylor,62.0,4.998,8.994
2003,Jose J Jacob,49.0,6.227,8.994
2003,Gabriel Ayson,55.0,5.705,8.997
2003,David P Holding,39.0,5.955,8.998
2003,Michael R Deimling,49.0,5.387,9.027
2003,David J Richie,31.0,5.485,9.094
2003,Nikolaus W Engelander,69.0,5.46,9.102
2003,Mario C Delaloye,73.0,5.68,9.149
2003,John R Tobin,16.0,6.33,9.158
2003,Dennis Jennings,48.0,5.785,9.177
2003,William L Lane,37.0,5.464,9.196
2003,Tyler Knack,30.0,5.466,9.207
2003,Troy Reisner,30.0,5.776,9.214
2003,Eliot W Collins,51.0,4.892,9.214
2003,William F Hawthorn,42.0,5.343,9.263
2003,William J Hollihan,73.0,5.774,9.287
2003,Ron Horton,52.0,5.776,9.288
2003,Franklin M Madden,63.0,5.125,9.296
2003,Jim Edwards,52.0,5.193,9.305
2003,Frank D Bartocci,55.0,5.783,9.316
2003,Billy D Lese,35.0,6.032,9.383
2003,Rob H Parker,54.0,5.309,9.458
2003,Tony Deleon,42.0,5.956,9.472
2003,Jim T Agee,27.0,6.338,9.487
2003,Jeffery S Cooke,53.0,6.029,9.536
2003,M Suarez-Del Camp,31.0,5.225,9.547
2003,Max L Armstrong,70.0,5.949,9.578
2003,Ken Portie,30.0,6.361,9.581
2003,James B Bartlett,34.0,6.031,9.609
2003,Guy P Morris,39.0,6.148,9.633
2003,Tom W Cooper,60.0,5.779,9.637
2003,Durward Y Fant,48.0,5.953,9.657
2003,Walt R Morton,58.0,6.034,9.671
2003,Patrick J Aird,45.0,5.918,9.69
2003,Robert P Post,42.0,5.457,9.69
2003,Peter Bennink,49.0,5.951,9.691
2003,Michael A Thorsby,45.0,5.513,9.691
2003,Michael B Sullivan,51.0,5.57,9.691
2003,Paul F Meyers II,51.0,5.943,9.716
2003,Charlie E Campbell,55.0,5.931,9.719
2003,Gary E Curmode,52.0,6.128,9.729
2003,Steve F Winchester,55.0,6.059,9.729
2003,Art Howells,60.0,6.226,9.793
2003,Herbert D Hill,57.0,5.842,9.82
2003,Brian W Combs,45.0,6.191,9.841
2003,Thad S Crisco Jr,44.0,6.1,9.863
2003,Richard J Harrison,49.0,5.961,9.865
2003,Stephen R Sullivan,46.0,5.694,9.888
2003,Lee J Madsen,44.0,6.14,9.891
2003,Paul W Schoolcraft,65.0,6.058,9.891
2003,Joe B Waugh,40.0,5.846,9.954
2003,Zatchel Z Zutche,49.0,6.346,9.969
2003,Kendall J Card,31.0,5.002,9.987
2004,Galen Burrell,25.0,2.484,4.001
2004,Joan Colomer,34.0,2.582,4.049
2004,Bernie G Boettcher,41.0,2.567,4.143
2004,Gaizka Izia,35.0,2.657,4.159
2004,Asier Urdanpilleta,31.0,2.838,4.258
2004,Bill Raitter,34.0,2.619,4.271
2004,Erin B Hutchinson,35.0,2.779,4.32
2004,Paul L Koch,36.0,2.498,4.347
2004,Senovio Leo Torres,50.0,2.838,4.409
2004,Eric Walecki,38.0,2.876,4.506
2004,Perry W Scanlon,24.0,2.848,4.586
2004,Jason M Koop,25.0,3.061,4.586
2004,Jonathan D Cavner,30.0,2.958,4.592
2004,Stephen M Parziale,45.0,2.943,4.626
2004,Matt Haugen,47.0,2.891,4.637
2004,Alan T Villavicencio,36.0,2.873,4.649
2004,Brett S Wilson,36.0,2.964,4.67
2004,Mike P McCoy,34.0,2.991,4.702
2004,Steve D Romeo,33.0,2.998,4.717
2004,Floyd C Paiz,48.0,3.176,4.791
2004,Ryan P Soderberg,27.0,3.108,4.793
2004,Michael S Donovan,52.0,2.965,4.795
2004,Todd Walton,35.0,3.004,4.797
2004,Dennis Poolheco,43.0,3.098,4.804
2004,Mark R Sunderland,33.0,3.01,4.808
2004,Bill Means,39.0,2.966,4.876
2004,John C Hughes,29.0,3.244,4.889
2004,Matthew D Owen,35.0,3.168,4.923
2004,Joel Sothern,46.0,3.219,4.935
2004,Jim L Lee,35.0,3.178,4.936
2004,Matt J Harrington,36.0,3.243,4.941
2004,Heath A Hibbard,51.0,3.213,4.958
2004,Scott A Kuhn,34.0,3.246,4.973
2004,Jeff Adams,47.0,3.188,4.986
2004,Martin D McComb,35.0,3.116,4.991
2004,Jeffrey J Pierce,46.0,3.051,4.998
2004,Jason Oliver,22.0,3.169,5.012
2004,Cory E Leppert,29.0,3.391,5.021
2004,Buzz B Burrell,52.0,3.119,5.081
2004,Daniel J O'Connor,40.0,3.309,5.088
2004,Danny W Hayes,28.0,3.231,5.092
2004,Louie Telles,44.0,3.223,5.127
2004,Dave Walick,33.0,3.297,5.129
2004,Vincent L Steele,49.0,3.121,5.134
2004,Timothy D Allison,43.0,3.228,5.135
2004,Julius Andy Kovats,41.0,3.199,5.151
2004,Harry S Harcrow,37.0,3.429,5.156
2004,Brian Ropp,40.0,3.363,5.159
2004,Herb J Tanzer,52.0,3.293,5.177
2004,Eric Clifton,46.0,3.328,5.182
2004,Eric M Sigler,28.0,3.302,5.207
2004,Peter A Tonsits,42.0,3.358,5.21
2004,Ron J Hendricks,52.0,3.104,5.224
2004,Tony Herndon,35.0,2.995,5.244
2004,Don R Raden,33.0,3.178,5.255
2004,Joe R Griffin,44.0,3.242,5.258
2004,Derwin E Velarde,43.0,3.342,5.294
2004,Rick W Shoulberg,43.0,3.157,5.301
2004,David C Adams,52.0,3.447,5.306
2004,William R Cordova,51.0,3.355,5.314
2004,Matthew T Murawski,32.0,3.103,5.316
2004,Roger W Evans Jr,36.0,3.358,5.323
2004,Paul J Batura,32.0,3.121,5.323
2004,David R Steadman,35.0,3.177,5.331
2004,Todd D Ragsdale,35.0,3.463,5.337
2004,Patrick R Bennett,35.0,3.513,5.341
2004,Daniel R Maas,35.0,3.423,5.344
2004,Harald Kasper,40.0,3.335,5.364
2004,Craig J Bryant,44.0,3.311,5.376
2004,Tim S Dolan,35.0,3.474,5.378
2004,Jeffrey D Kunkle,30.0,3.498,5.396
2004,Dean E Sandoval,49.0,3.182,5.402
2004,Robert Kosick,26.0,3.444,5.422
2004,Jaxon Repp,33.0,3.39,5.426
2004,Ross P Olson,34.0,3.403,5.432
2004,Timothy R Morgan,53.0,3.344,5.44
2004,Rob D Ladewig,55.0,3.435,5.469
2004,John Oliva,32.0,3.443,5.475
2004,Bill Raabe,50.0,3.147,5.479
2004,Joseph M Smindak,43.0,3.471,5.491
2004,David L Thompson,43.0,3.487,5.498
2004,Darren H Berns,35.0,3.513,5.502
2004,Jonathan D Engelstad,32.0,3.625,5.505
2004,Craig A Redfearn,34.0,3.458,5.506
2004,Marc Staley,28.0,3.581,5.515
2004,Ed A Baxter,50.0,2.814,5.517
2004,Phillip F O'Reilly,43.0,3.596,5.531
2004,Arne D Hultquist,46.0,3.701,5.547
2004,Chad Piala,28.0,3.415,5.606
2004,James W Biggs,34.0,3.596,5.613
2004,Brian R Kent,47.0,3.618,5.639
2004,Kevin A Scott,47.0,3.515,5.649
2004,Daniel Gregorich,43.0,3.657,5.656
2004,David V Anderson,35.0,3.708,5.678
2004,Douglas J Striker,30.0,3.6,5.699
2004,Kevin L Baker,32.0,3.541,5.7
2004,Stu R Nieburg,55.0,3.7,5.7
2004,Bill L Coffelt,44.0,3.411,5.708
2004,Dan Turk,43.0,3.657,5.715
2004,Jesse D Grizzle,30.0,3.584,5.718
2004,Chris A Chavez,45.0,3.614,5.721
2004,Corey M Haveman,25.0,3.686,5.725
2004,Steve M Holonitch,46.0,3.665,5.738
2004,Jason P Hall,33.0,3.598,5.74
2004,Blaine H Miller,31.0,3.611,5.749
2004,Clemente I Izurieta,37.0,3.613,5.768
2004,Allen M Turrietta,46.0,3.411,5.772
2004,Roger A Jensen,54.0,3.733,5.793
2004,Jeff S Myers,45.0,3.559,5.796
2004,Glenn A Olah,42.0,3.767,5.799
2004,Tim F Hicks,60.0,3.616,5.811
2004,Donald B Henley,48.0,3.829,5.816
2004,Riley J McNiff,25.0,3.676,5.827
2004,David C Manthey,31.0,3.831,5.832
2004,Michael Laughlin,30.0,3.527,5.834
2004,Charles E Gimarc,50.0,3.699,5.835
2004,Todd Baker,37.0,3.658,5.836
2004,Stephen E Martin,44.0,3.753,5.842
2004,Dale R Zehner,43.0,3.73,5.848
2004,Matt P Whalen,28.0,3.831,5.851
2004,Derek J Dixon,42.0,3.467,5.856
2004,Steve R Carlson,39.0,3.669,5.864
2004,Mike O Rahmer,31.0,3.901,5.864
2004,Tim Buteyn,32.0,3.558,5.87
2004,Richard L Park,51.0,3.54,5.873
2004,Steven D Von Dohlen,36.0,3.878,5.874
2004,William P Schessler,35.0,3.659,5.887
2004,Lee B Moss,34.0,3.817,5.89
