YEAR,NAME,AGE,ASCENT,TOTAL
1976,RICK TRUJILLO,28.0,2.165,3.571
1976,TED CASTANEDA,24.0,2.351,3.893
1976,ROBERT BUNNELL,25.0,2.438,3.917
1976,MACLEAN WILSON,18.0,2.388,3.968
1976,MIKE HARRIE,21.0,2.382,3.993
1976,DONNY ORTIZ,19.0,2.697,4.167
1976,CRAIG GROSSMAN,30.0,2.646,4.239
1976,ROBERT L MCANDREWS,36.0,2.617,4.294
1976,BILL MCDERMOTT,25.0,2.744,4.372
1976,ROBERT TEGTMEIER,27.0,2.8,4.422
1976,MIKE FRYT,21.0,2.882,4.481
1976,JEFF COLLINS,22.0,2.714,4.529
1976,JERRY DENNISON,31.0,2.61,4.529
1976,ANTHONY SUNDERMEIER,16.0,2.982,4.66
1976,JOHN LECLAIRE,25.0,2.834,4.672
1976,VAL MURRAY,17.0,2.715,4.706
1976,HYKE VAN DER WAL,38.0,2.979,4.715
1976,GEORGE CORN,28.0,3.085,4.717
1976,CARL MCDANIEL,32.0,3.047,4.739
1976,TERRY G LEEPER,32.0,2.981,4.742
1976,VERNE W CARLSON,43.0,2.922,4.745
1976,JACK MCGHEE,24.0,2.94,4.773
1976,PETER STOREY,20.0,2.909,4.776
1976,SKIP SUTTON,23.0,,4.777
1976,DON MACINTOSH,44.0,3.056,4.784
1976,RICK MCLAUGHLIN,22.0,3.082,4.789
1976,STEVE BOWLING,16.0,3.137,4.818
1976,KEN MOFFITT,24.0,2.583,4.819
1976,RICHARD L SADOWSKE,29.0,2.874,4.82
1976,ABE UNDERWOOD,38.0,3.333,4.821
1976,STEVE GACHUPIN,33.0,3.167,4.833
1976,JOHN KAILIN LINK,39.0,2.791,4.843
1976,JOHN FRANCIS,41.0,3.103,4.848
1976,PAUL BUHL,17.0,2.911,4.904
1976,ARTURO MEJIA,17.0,3.327,4.912
1976,RALPH L CRUME,27.0,3.01,4.937
1976,RAYMOND HARDY,28.0,3.081,4.951
1976,BRICE HAMMERSTEIN,25.0,2.933,4.99
1976,GARY L WHITLOCK,36.0,2.946,4.995
1976,WILLIAM M SERGEANT,35.0,3.142,4.995
1976,JOHN WHITEHOUSE,39.0,3.162,5.009
1976,KURT M MARKUS,29.0,3.019,5.021
1976,TERRY MOORES,27.0,3.083,5.032
1976,LEO HILDERBRANDT,29.0,2.965,5.034
1976,JOHN ALTEMUS,20.0,2.623,5.062
1976,JOHN ENGLE,33.0,3.163,5.095
1976,FRED M SCHWAZER,24.0,3.274,5.103
1976,BILL JACKSON,48.0,3.127,5.138
1976,MICHAEL L SCULL,28.0,3.153,5.148
1976,PETER K WEINRICH,17.0,3.097,5.15
1976,CHRIS JANOFF,36.0,3.278,5.163
1976,CLAUDE OLEYAR,32.0,3.229,5.18
1976,GENE WHITE,42.0,3.076,5.184
1976,ROBERT GROSSER,19.0,3.164,5.192
1976,DAVID M LAWRENCE,31.0,3.228,5.247
1976,RICHARD J HARRIS,36.0,3.281,5.247
1976,EDWARD WRIGHT,26.0,3.276,5.274
1976,KEN BROWN,24.0,3.127,5.28
1976,BILL F CORWIN,27.0,3.218,5.281
1976,FRANK GALLICK,18.0,3.389,5.331
1976,JOE JAWONSKI,30.0,3.251,5.336
1976,ANDREW LEVINSON,28.0,3.079,5.338
1976,JOHN O'CONNOR,27.0,3.399,5.346
1976,BRUCE WACKELIN,27.0,3.429,5.353
1976,TOM E GRIFFITH,45.0,3.155,5.354
1976,S ROBINSON,23.0,3.363,5.376
1976,STEVE CLIFF STRAEHLEY,30.0,3.368,5.386
1976,JIM MCMILLAN,24.0,3.481,5.393
1976,BILL HAMAKER,41.0,3.553,5.394
1976,TIM D LADEWIG,30.0,3.219,5.406
1976,RICK A MARKHAM,30.0,3.189,5.413
1976,DEVIN MIKLES,26.0,3.347,5.414
1976,HOWARD J GREENE,32.0,3.272,5.434
1976,LARRY FOX,53.0,3.244,5.435
1976,BILL F BROYLES,32.0,3.374,5.456
1976,REINHARD ACKERMAN,52.0,3.513,5.492
1976,JOHN LAZOS,30.0,3.622,5.512
1976,LEO BARRIENTOS,40.0,3.456,5.545
1976,LARRY MARTIN,18.0,3.41,5.562
1976,WILLIAM WEAVER,19.0,3.428,5.567
1976,JAMES W LIGHTFOOT,16.0,3.554,5.569
1976,MARK STAFFORD,16.0,3.386,5.57
1976,ROB ALEMANY,36.0,3.648,5.571
1976,JAMES A CORMAN,23.0,3.234,5.589
1976,BOB KING,34.0,3.329,5.616
1976,HERBERT LEPORE,40.0,3.367,5.62
1976,DON MACMAHILL,40.0,3.174,5.622
1976,JEFF TISDALE,17.0,3.521,5.756
1976,BILL LEAVITT,28.0,3.646,5.762
1976,FRED LIAN,26.0,3.653,5.766
1976,ARTHUR A WAGGONER,50.0,3.231,5.792
1976,CHARLES ALBERT,31.0,3.733,5.792
1976,BEN MAGSAMEN,43.0,3.498,5.817
1976,BOB L CARPENTER,39.0,3.517,5.829
1976,STEPHEN PIERCY,24.0,3.543,5.831
1976,RANDELL DAY,21.0,3.376,5.845
1976,OTTO APPENZELLER,48.0,3.409,5.852
1976,VINCENT P BAERMAN,29.0,3.554,5.854
1976,HOUSTON H NICHOLS,26.0,3.419,5.876
1976,THOMAS REYNOLDS,25.0,3.673,5.936
1976,JUSTIN MOODY,17.0,3.043,5.936
1976,LOUIS NEEB,37.0,3.421,5.936
1976,KENNETH O ATWELL,40.0,3.458,5.937
1976,PAUL K MARUYAMA,34.0,3.687,5.968
1976,JEFF RAHILL,31.0,3.411,5.986
1976,MANUEL SERROQUE,15.0,3.363,6.018
1976,THOMAS BETTES,21.0,3.872,6.023
1976,ALAN STANBRIDGE,29.0,3.663,6.038
1976,JOHN WILSON,45.0,3.607,6.167
1976,LEE O'BRIEN,23.0,3.639,6.193
1976,GERALD M TIERNEY,33.0,3.66,6.194
1976,CLIFTON CONRAD,29.0,3.779,6.194
1976,STEVE COLE,63.0,3.867,6.201
1976,JAMES E BURKE,40.0,3.882,6.281
1976,STEWART BODEN,21.0,3.127,6.294
1976,JIMMY H BUTLER,57.0,3.872,6.32
1976,MAX W HOOPER,29.0,3.817,6.406
1976,GARY L RANDALL,37.0,3.995,6.462
1976,WILLIAM J WOLDENBERG,51.0,3.638,6.476
1976,EFRAIN GONZALEZ,29.0,3.951,6.492
1976,BART COX,32.0,3.993,6.513
1976,BOB CARSON,33.0,3.449,6.54
1976,ROBERT WHEELER,24.0,3.719,6.541
1976,ALLEN T ENSLEN,50.0,3.855,6.544
1976,GREG MAYER,32.0,4.16,6.547
1976,IAN SUTHERLAND,19.0,3.575,6.561
1976,DONALD W KUSULAS,36.0,4.13,6.585
1976,DENNIS L HEATH,26.0,3.747,6.61
1976,REUBEN MONTELONGO,36.0,4.293,6.611
1976,TED MORGAN,28.0,3.882,6.648
1976,THOMAS OLDING,21.0,4.031,6.689
1976,PAUL G DWYER,34.0,3.974,6.756
1976,CLAYTON D WAGNER,35.0,4.279,6.759
1976,KENT B BALES,37.0,4.208,6.792
1976,JAMES SCOTT,27.0,4.522,6.792
1976,ROBERT PEARSON,29.0,4.897,6.872
1976,GORDON G URETSKY,22.0,4.639,6.877
1976,WAYNE C MCKINNEY,46.0,4.117,6.886
1976,PAUL REESE,59.0,4.299,6.889
1976,RAY HAMILTON,36.0,4.325,6.901
1976,WARREN J RABOURN,54.0,4.204,6.939
1976,STEPHEN J NALTY,27.0,4.843,7.078
1976,MIKE WALLIS,18.0,4.166,7.082
1976,GARY L OZIAS,29.0,4.249,7.106
1976,RICHARD N MATTESON,46.0,4.397,7.165
1976,ANTHONY MCDONAGH,39.0,4.175,7.25
1976,BILL MESSENGER,47.0,3.512,7.25
1976,WAYNE A JACKSON,39.0,4.255,7.278
1976,LANCE E WALKER,33.0,3.995,7.279
1976,BRIAN TOLLIE,19.0,4.322,7.279
1976,JAMES DENNIS,35.0,4.379,7.29
1976,RICK DECOCQ,20.0,4.009,7.329
1976,JOHN PEYCHAL,33.0,3.857,7.331
1976,LEIGHTON R HOGUE,18.0,4.337,7.331
1976,WILLIAM SNYDER,34.0,4.332,7.432
1976,RICHARD H EDWARDS,34.0,4.545,7.539
1976,WALTER STACK,68.0,4.389,7.75
1977,RICK TRUJILLO,29.0,2.342,3.772
1977,KEN YOUNG,35.0,2.323,3.794
1977,MICHAEL MCDONALD,28.0,2.396,4.046
1977,STEVE BOYER,30.0,2.676,4.214
1977,JOHN MICHAELS,23.0,2.638,4.291
1977,DONNY ORTIZ,20.0,2.67,4.335
1977,ROBERT L STEWART,25.0,2.806,4.369
1977,TERRY FAHRNEY,25.0,2.777,4.39
1977,JOHN KAILIN LINK,40.0,2.639,4.404
1977,CHRIS G REVELEY,25.0,2.879,4.503
1977,GARY L WHITLOCK,37.0,2.886,4.577
1977,JEFF COLLINS,23.0,2.804,4.598
1977,VERNE W CARLSON,44.0,2.914,4.609
1977,KENNY SCRIVNER,18.0,2.938,4.62
1977,TERRY G LEEPER,33.0,2.937,4.666
1977,ALLYN CURETON,40.0,2.518,4.668
1977,ROBERT BURRELL JR,25.0,3.031,4.694
1977,BILL BREMER,21.0,3.075,4.712
1977,BILL F CORWIN,28.0,3.022,4.765
1977,TIM F HICKS,33.0,2.996,4.768
1977,MICHAEL S DONOVAN,25.0,2.979,4.781
1977,STEVE HANAS,24.0,3.094,4.801
1977,PHILIP BROD ALLEN,23.0,3.135,4.816
1977,DAVID C PERRY,30.0,3.167,4.848
1977,JEFFREY D BRITT,22.0,3.254,4.853
1977,SCOTT H ROBINSON,27.0,3.089,4.854
1977,RICHARD L SADOWSKE,30.0,2.989,4.888
1977,JOHN C FREEMUM,27.0,2.804,4.892
1977,REINOUT VANWEST,29.0,3.206,4.896
1977,JIM BOCK,27.0,3.182,4.925
1977,GERARD A ROACH,33.0,2.621,4.952
1977,LARRY SWANSON,26.0,3.168,4.956
1977,TOM HENSLEY,22.0,3.031,4.958
1977,HYKE VAN DER WAL,39.0,3.211,4.961
1977,BILL LAWDER,30.0,3.025,4.969
1977,CARL MCDANIEL,33.0,3.156,4.984
1977,MICHAEL PIONKOWSKI,27.0,3.149,5.011
1977,TIM D LADEWIG,31.0,3.071,5.02
1977,DAVID C MCCLENDON,21.0,3.178,5.04
1977,RANDALL FRYER,23.0,3.269,5.078
1977,TOM STANDING,37.0,3.261,5.084
1977,RAYMOND STRUTTON,17.0,3.338,5.097
1977,DAVID KASSERMAN,21.0,3.207,5.104
1977,JOHN R HERRIN,24.0,3.063,5.118
1977,JOHN FRANCIS,42.0,3.342,5.121
1977,ROGER G BILLOTTE,27.0,2.947,5.136
1977,KENNETH A SCHROEDER,29.0,3.235,5.157
1977,HUBERT MORGAN,55.0,3.096,5.157
1977,RICK M BURTON,29.0,3.146,5.182
1977,LARRY R CREVELING,25.0,3.299,5.22
1977,CHRISTOPHER BYRNE,22.0,3.459,5.237
1977,WILLIAM R PINO,16.0,3.424,5.241
1977,JOHN C DORMOIS,32.0,3.148,5.254
1977,RICHARD SCHUH,21.0,3.414,5.262
1977,WILLIAM PHILLIPS,49.0,3.336,5.28
1977,ARTHUR A WAGGONER,51.0,3.087,5.283
1977,ELFEGO GOMEZ,20.0,3.335,5.31
1977,BOB BARTLING,50.0,3.15,5.327
1977,DARRYL T HICKEY,36.0,3.337,5.331
1977,DEANE S BERSON,34.0,3.234,5.342
1977,RON KIPP,23.0,3.404,5.358
1977,TATE MILLER,29.0,3.42,5.359
1977,JEFF ALEXANDER,25.0,3.417,5.39
1977,ROBERT W BLAIR JR,33.0,3.4,5.404
1977,CHARLES NORTH,29.0,3.107,5.434
1977,MICHAEL D LAHEY,20.0,3.363,5.436
1977,RICK T PACKARD,16.0,3.171,5.436
1977,CHRIS A HERRERA,17.0,3.415,5.439
1977,THOMAS C FERGUSON,27.0,3.528,5.458
1977,JAY K LONGACRE,42.0,3.362,5.462
1977,RAYMOND KOPEK,17.0,3.71,5.468
1977,DONALD J ROSS,32.0,3.326,5.497
1977,WILLIAM ZUTI,35.0,3.547,5.507
1977,RAMIRO MARTINEZ,32.0,3.46,5.513
1977,DAVID L PAPPAS,25.0,3.422,5.515
1977,GEORGE MCAFFER,40.0,3.461,5.519
1977,RICHARD C HOUSTON,55.0,3.504,5.521
1977,JOE K QUINN,29.0,3.338,5.526
1977,DAVID WILLIAMS,35.0,3.475,5.526
1977,RON E MCBRIDE,26.0,3.535,5.527
1977,LYLE L CLAUSSEN,30.0,3.181,5.529
1977,JOHN G HOWE,42.0,3.468,5.556
1977,REINHARD ACKERMAN,53.0,3.526,5.561
1977,THOMAS BETTES,22.0,3.482,5.575
1977,MICHAEL C HUSEBY,30.0,3.22,5.581
1977,LORNE R HINKLE,48.0,3.672,5.595
1977,WILLIAM K MAYFIELD,28.0,3.613,5.601
1977,MARK E SORGE,24.0,3.605,5.627
1977,RICHARD WESTFALL,21.0,3.453,5.637
1977,MAX W HOOPER,30.0,3.518,5.642
1977,JAMES MCNAIR,34.0,3.517,5.643
1977,DONALD P KANAGY,27.0,3.439,5.653
1977,JOE F ARCE,40.0,3.694,5.654
1977,BOB T SMITHWICK,31.0,3.557,5.655
1977,ED STROMBERG,34.0,3.172,5.662
1977,GERALD M TIERNEY,34.0,3.588,5.671
1977,MARK P WARE,25.0,3.416,5.693
1977,GLEN IVAN DOWDING,17.0,3.425,5.703
1977,CLIFF SUMMERS,22.0,3.332,5.726
1977,THOMAS GRIFFITH,18.0,3.199,5.731
1977,DAVID RALPH MCKEE,34.0,3.413,5.734
1977,BRIAN WILSON,30.0,3.606,5.749
1977,PAUL K MARUYAMA,35.0,3.601,5.761
1977,BILL HAMAKER,42.0,3.67,5.764
1977,GARY A BACKSTROM,29.0,3.65,5.771
1977,BILL F BROYLES,33.0,3.531,5.773
1977,JEFFREY HOUSTON,19.0,3.458,5.775
1977,ANTHONY J DEBRUNO,19.0,3.446,5.787
1977,JAMES L FETIG,28.0,3.72,5.796
1977,GUY E MCFARLAND,41.0,3.427,5.814
1977,CLAYTON D WAGNER,36.0,3.417,5.816
1977,THOMAS J BYERLY,31.0,3.607,5.825
1977,KENNETH O ATWELL,42.0,3.424,5.841
1977,RICHARD BAUGHMAN,36.0,3.708,5.848
1977,SCOTT HUTCHISON,28.0,3.434,5.849
1977,LARRY FOX,54.0,3.571,5.914
1977,FREDERICK SILVER,27.0,3.722,5.961
1977,JAMES E BURKE,41.0,3.851,5.98
1977,KEITH O JIMMERSON,27.0,3.489,5.981
1977,JOHN HARTUNG,35.0,3.22,5.983
1977,DAVID NUTTER,29.0,3.44,6.005
1977,TED MORGAN,29.0,3.715,6.031
1977,TOM E GRIFFITH,46.0,3.203,6.06
1977,DANIEL PACKMAN,24.0,3.8,6.064
1977,CRAIG WAGNER,15.0,3.568,6.081
1977,ROBERT L MAYES,26.0,3.922,6.091
1977,AUGUST HANNICKEL,53.0,3.731,6.091
1977,JACK W DRAEGER,29.0,3.998,6.115
1977,RICHARD MOEGLEIN,32.0,3.917,6.132
1977,JOSEPH H BLAKE,21.0,3.791,6.174
1977,STEPHEN J NALTY,28.0,3.761,6.187
1977,STEPHEN R DOWD,20.0,3.955,6.203
1977,JAMES A CORMAN,24.0,3.526,6.229
1977,DAVID V BLUE,26.0,3.404,6.245
1977,JAMES ORBAN,36.0,4.063,6.279
1977,PAUL MOYER,22.0,3.982,6.281
1977,STEPHEN PAUL,21.0,3.505,6.293
1977,ROBERT S HAMMOND,57.0,3.783,6.31
1977,ERIC JOHNSON,27.0,3.933,6.356
1977,RICHARD A MCNEW,29.0,4.03,6.381
1977,LEE O'BRIEN,24.0,4.146,6.424
1977,WILLIAM J WEIDA,34.0,3.799,6.434
1977,MARK LANE,23.0,3.739,6.462
1977,JOHN C HARPER,18.0,4.235,6.48
1977,WARNER DEWEY,46.0,3.925,6.505
1977,SHANNON JENNINGS,37.0,3.914,6.542
1977,RICHARD FOREHAND,31.0,4.23,6.564
1977,ROBERT YOUNGBLOOD,34.0,3.868,6.598
1977,JIM BERRY,36.0,3.867,6.737
1977,WILLIAM A MITCHELL,37.0,4.249,6.737
1977,KEN TORP,34.0,3.596,6.738
1977,JOHN M CASHELL,20.0,4.003,6.794
1977,RICHARD DRUFFNER,26.0,4.899,6.817
1977,RONALD N SIMONSON,50.0,4.181,6.818
1977,GREG S HURD,22.0,4.14,6.873
1977,JOHN JAY LOWERY,32.0,4.084,6.915
1977,PAUL G DWYER,37.0,4.145,6.926
1977,RONALD E STERLING,32.0,4.157,6.926
1977,PAUL - MARTIN,23.0,4.292,6.944
1977,STEPHEN M HRIN,24.0,4.063,6.946
1977,WALTER W NIELSEN,35.0,3.942,6.975
1977,WALTER STACK,69.0,4.583,7.0
1977,GEORGE W PYNE,40.0,4.289,7.015
1977,DENNIS P PEREIRA,25.0,4.231,7.038
1977,RICHARD N MATTESON,47.0,4.358,7.049
1977,QUENTEN DAVIS,28.0,4.359,7.076
1977,JERRY NOURSE,39.0,4.604,7.091
1977,RANDALL W JONES,20.0,4.354,7.094
1977,JOEL M HEDGE,39.0,4.231,7.145
1977,KENT DAVID TAYLOR,32.0,4.473,7.173
1977,WILL BUBLITZ,26.0,4.578,7.213
1977,DENNIS LETL,40.0,4.467,7.253
1977,WILLIAM ENENBACH,27.0,4.341,7.256
1977,MICHAEL DAWSON,20.0,4.399,7.307
1977,BART COX,34.0,4.213,7.442
1977,ROBERT T ELLIOT,24.0,4.734,7.503
1977,ANDY A BURLEIGH,40.0,4.782,7.503
1977,THOMAS THOMAS,23.0,4.563,7.536
1977,WARREN J RABOURN,55.0,4.612,7.687
1977,ROBERT D GWINN,31.0,4.521,7.734
1977,DOUGLAS RODRIQUEZ,22.0,4.838,8.021
1977,JOSEPH FERRARER,35.0,4.964,8.029
1977,JOHN C GARCES,34.0,5.003,8.037
1977,ROGER M BOST,27.0,4.946,8.038
1977,GLENN AL BACHMANN,25.0,5.296,8.417
1977,DONALD G DEAN,30.0,5.088,8.833
1977,JOSEPH R CONNELL,28.0,5.786,8.883
1977,TONY STRATTA,47.0,5.695,8.983
1977,DALE MUELLER,26.0,5.787,9.492
1978,KEN YOUNG,36.0,2.387,3.846
1978,JOHN LERMUSIK JR,18.0,2.451,3.949
1978,CHRIS G REVELEY,26.0,2.605,3.952
1978,JOHN H CAPPIS,36.0,2.582,4.167
1978,RICHARD ALEXANDER,25.0,2.667,4.185
1978,STEVE KELLOG,23.0,2.648,4.256
1978,BUZZ B BURRELL,26.0,2.748,4.303
1978,ROBERT PARKS,26.0,2.717,4.315
1978,LEE COURKAMP,35.0,2.618,4.322
1978,MICHAELE HURD,32.0,2.83,4.331
1978,ANDREW LAW,27.0,2.742,4.371
1978,JOHN KAILIN LINK,41.0,2.644,4.404
1978,RICK M BURTON,30.0,2.795,4.417
1978,STAN W FOX,24.0,2.832,4.429
1978,ROGER G BILLOTTE,28.0,2.719,4.459
1978,RICHARD L SADOWSKE,31.0,2.745,4.467
1978,PHIL ETCHES,30.0,2.974,4.509
1978,BRIAN GOODFELLOW,37.0,2.971,4.509
1978,JEFFERY PAULUS,21.0,2.885,4.52
1978,JOHN D FRETWELL,26.0,2.831,4.531
1978,GARY GRUBB,25.0,3.051,4.551
1978,ALAN LAMB,31.0,2.832,4.553
1978,KENNETH KATZER,36.0,2.915,4.56
1978,WILLIAM BRIGGS,29.0,2.963,4.575
1978,DAMIAN MCCAY,28.0,2.964,4.584
1978,PHILIP BROD ALLEN,24.0,2.993,4.596
1978,SCOTT H ROBINSON,28.0,2.945,4.613
1978,VERNE W CARLSON,45.0,2.922,4.628
1978,DAVID MACDONALD,22.0,2.977,4.63
1978,PAUL L WRIGHT,31.0,2.999,4.632
1978,EDDIE REDFERN,26.0,3.001,4.634
1978,RICHARD KING,23.0,2.899,4.636
1978,JAMES A UMPLEBY,20.0,2.799,4.699
1978,JEFFREY D BRITT,23.0,3.124,4.699
1978,CLIFF SPEERS,19.0,3.009,4.721
1978,JAY BIRMINGHAM,33.0,2.852,4.724
1978,TOM STANDING,38.0,3.051,4.74
1978,MARK BROWN,23.0,2.906,4.749
1978,RODNEY MOWBRAY,31.0,2.964,4.765
1978,DONALD J ROSS,33.0,3.042,4.778
1978,HYKE VAN DER WAL,40.0,3.052,4.781
1978,DENNIS STONEHOCKER,28.0,3.128,4.794
1978,GARY NYDEGGER,26.0,3.075,4.799
1978,JOE QUINONES,32.0,3.045,4.81
1978,WILLIAM K MAYFIELD,29.0,3.032,4.813
1978,AL GRIMME,27.0,3.032,4.814
1978,JAMES DOWNEY,30.0,2.908,4.818
1978,JAY K LONGACRE,43.0,3.319,4.829
1978,AL BINDER,33.0,2.736,4.837
1978,JERRY L MACON,37.0,3.184,4.863
1978,EDMUND JUNG,28.0,3.019,4.864
1978,RUSTY MYERS,32.0,3.131,4.869
1978,ROY A BULLEY,36.0,2.968,4.873
1978,GUS APPENZELLER,15.0,2.926,4.876
1978,KERRY GREEN,24.0,3.133,4.882
1978,LYNN LEVY,46.0,3.134,4.898
1978,ALLYN CURETON,41.0,2.506,4.923
1978,RICHARD J DUCHARME,35.0,3.026,4.971
1978,JEFFREY G FAGEN,16.0,2.904,4.982
1978,STEPHEN STUBBS,21.0,3.249,4.988
1978,JOHN FRANCIS,43.0,3.175,4.994
1978,DAVID F HEUSER,22.0,3.292,4.996
1978,ALLEN DOGGER,31.0,3.15,5.0
1978,BILL CLARK,34.0,2.867,5.035
1978,MITCHELL CLARK,17.0,3.339,5.052
1978,PAUL T BEISSER III,25.0,3.238,5.084
1978,WILLIAM M SERGEANT,37.0,3.143,5.089
1978,DAVID KASSERMAN,22.0,3.163,5.104
1978,PAUL SHWALSKI,19.0,3.226,5.112
1978,DAN BLEDSOE,25.0,3.138,5.118
1978,HECTOR LEYBA,28.0,3.155,5.129
1978,JOHN HARTUNG,36.0,3.098,5.153
1978,MCCLAIN TOLL,30.0,3.302,5.169
1978,ALAN STANBRIDGE,31.0,3.193,5.171
1978,DAVID ERB,27.0,3.281,5.2
1978,CLAYTON D WAGNER,37.0,3.194,5.204
1978,BILL F CORWIN,29.0,3.15,5.223
1978,JOHN F CAMPBELL,33.0,3.181,5.228
1978,JOHN KNEEN,35.0,3.411,5.229
1978,DAVID PURDY,23.0,3.143,5.239
1978,KEN SLYZIUK,31.0,3.125,5.241
1978,GENE D BURT,37.0,3.404,5.248
1978,ROBERT HEDGES,32.0,3.167,5.283
1978,GERALD M TIERNEY,35.0,3.416,5.298
1978,MICHAEL STONER,32.0,3.148,5.305
1978,JOHN C LAWSON,26.0,3.201,5.305
1978,REINOUT VANWEST,30.0,3.153,5.312
1978,DON CACINTOSH,46.0,3.34,5.319
1978,DAVID L PAPPAS,26.0,3.144,5.326
1978,ROBERT MCCONKEY,27.0,3.268,5.328
1978,T V HAGENAH,30.0,3.478,5.329
1978,STEVE GALBRAITH,22.0,3.136,5.336
1978,STEVE W STIVERS,33.0,3.407,5.34
1978,JEFFREY S CAMPBELL,31.0,3.228,5.362
1978,BRUCE WEERTMAN,17.0,3.342,5.363
1978,DENNIS HALL,39.0,3.453,5.379
1978,WILLIAM P BAKER,30.0,3.369,5.394
1978,CURT BECKER,22.0,3.341,5.401
1978,LANCE M SEARS,28.0,3.346,5.408
1978,DARRYL T HICKEY,38.0,3.341,5.413
1978,DONN WEIPERT,35.0,3.523,5.429
1978,RODNEY SMITH,24.0,3.241,5.439
1978,RICHARD CALDWELL,27.0,2.908,5.446
1978,DAVID MANZER,23.0,3.517,5.46
1978,RICHARD BAUGHMAN,37.0,3.466,5.464
1978,DAVID NUTTER,30.0,3.263,5.466
1978,DONALD P KANAGY,28.0,3.196,5.471
1978,TED WILSON,41.0,3.166,5.49
1978,JOHN CLAY,41.0,3.274,5.515
1978,DAVID M LAWRENCE,33.0,3.547,5.522
1978,SANTUS S REYNAGA,29.0,3.659,5.529
1978,LUKE E BARBER,33.0,3.288,5.538
1978,CHUCK SMYTHE,35.0,3.261,5.546
1978,FRANK TELANG,22.0,3.517,5.553
1978,GENE R MCKERLIE,38.0,3.583,5.557
1978,CHIC BARBER,39.0,3.527,5.558
1978,OSMAN SANYER,20.0,3.468,5.564
1978,WILL BUBLITZ,27.0,3.639,5.587
1978,KARL ROBINSON,36.0,3.566,5.588
1978,TERRY L SHELDEN,37.0,3.544,5.592
1978,CHRIS LIBBY,20.0,3.421,5.592
1978,DICK CURTIS,33.0,3.241,5.603
1978,TOM OLSEN,37.0,3.52,5.616
1978,ROBERT PHILLIPS,30.0,3.553,5.616
1978,LARRY C LOVELL,34.0,3.507,5.655
1978,LANNY D MEHL,38.0,3.404,5.667
1978,LARRY HUNT,28.0,3.377,5.682
1978,JACK KJ ANSHUTZ,34.0,3.836,5.703
1978,DAVIS CRISWELL,27.0,3.612,5.71
1978,RICHARD MOEGLEIN,33.0,3.567,5.72
1978,CHUCK MITCHELL,28.0,3.374,5.726
1978,LARRY FOX,55.0,3.525,5.736
1978,JAMES MACDOUGALD,50.0,3.583,5.748
1978,ARTHUR A WAGGONER,52.0,3.413,5.751
1978,RICHARD BARNEY,22.0,3.518,5.754
1978,ANTHONY G RANDELL,36.0,3.72,5.76
1978,JOSEPH FERRARER,36.0,3.636,5.767
1978,SPENCER SWANGER,38.0,3.676,5.773
1978,STEPHEN FLEMING,22.0,3.679,5.773
1978,GREG ULBRIGHT,23.0,3.529,5.774
1978,STEPHEN M HRIN,25.0,3.61,5.778
1978,JOE F ARCE,40.0,3.91,5.781
1978,JOHN S BEARDSLEY,28.0,3.495,5.794
1978,DAVID WHITE,36.0,3.498,5.8
1978,JON WHITNEY,33.0,3.637,5.802
1978,JIM GREENWOOD,30.0,3.638,5.802
1978,JIM KITCHEN,19.0,3.693,5.805
1978,TED MORGAN,30.0,3.617,5.81
1978,FRANK W DAVIS,33.0,3.485,5.814
1978,MARK LANE,24.0,3.618,5.814
1978,ROGER HILL,36.0,3.418,5.816
1978,BILL PARMENTIER,17.0,3.861,5.819
1978,BILL BREMER,23.0,3.187,5.836
1978,JIM SCOTT,29.0,3.62,5.838
1978,EFRAIN GONZALEZ,31.0,3.659,5.851
1978,RONALD STMONSON,51.0,3.734,5.854
1978,THOMAS BETTES,23.0,3.722,5.859
1978,PHILIP HERTZOG,22.0,3.661,5.864
1978,BILL FORMAN,24.0,3.375,5.871
1978,ALEX R CHONOLES,20.0,3.816,5.874
1978,BOB WRIGHT,27.0,3.491,5.883
1978,WILLIAM J SLAUGHTER,35.0,3.632,5.887
1978,JIM FREDERICKSON,15.0,3.764,5.916
1978,RAVEN MCDAVID,25.0,3.661,5.943
1978,THOMAS GRIFFITH,19.0,3.396,5.951
1978,GEORGE H HARTMAN,31.0,3.708,5.976
1978,RICHARD M GOOD,48.0,3.489,5.989
1978,DEARL W TEMPLE,38.0,3.82,5.99
1978,JOHN BLECHER,27.0,3.786,6.01
1978,KARL LUDWIG,39.0,3.638,6.016
1978,PAUL K MARUYAMA,36.0,3.714,6.022
1978,WILLIAM A MITCHELL,38.0,3.715,6.025
1978,BOB REARDEAN,15.0,3.867,6.069
1978,NEIL S MISHALOV,35.0,3.849,6.072
1978,BRUCE DICE,28.0,3.764,6.079
1978,HOWARD JACOBSON,35.0,3.733,6.081
1978,ROBERT CROWELL,33.0,4.019,6.084
1978,LEON LACEY,52.0,3.877,6.117
1978,GARY ROBERSON,36.0,3.672,6.118
1978,LYNN E MILLER,27.0,3.584,6.122
1978,MICHAEL FLEMING,21.0,4.101,6.134
1978,BILL HAMAKER,43.0,3.635,6.15
1978,THOMAS ZEBARTH,32.0,3.668,6.166
1978,RONALD WILLIAMS,40.0,3.982,6.18
1978,FREDERICK W ROSS III,32.0,3.699,6.188
1978,STEVEN HITCHCOCK,19.0,3.735,6.213
1978,RICHARD A SUTTON,42.0,3.605,6.217
1978,RICHARD B STULL,25.0,3.418,6.22
